0.099091,0.214392,0.183019
0.102253,0.226019,0.185760
0.104730,0.233592,0.190977
0.109826,0.249870,0.199235
0.114918,0.256159,0.208663
0.115703,0.259417,0.209339
0.119984,0.268921,0.215582
0.121293,0.269853,0.216147
0.120817,0.267530,0.217313
0.123044,0.273991,0.220349
0.122715,0.271466,0.220999
0.124994,0.273619,0.221593
0.125176,0.276395,0.223512
0.125503,0.278945,0.224484
0.128685,0.285286,0.228360
0.127238,0.282544,0.228995
0.128324,0.286135,0.232084
0.128336,0.287042,0.232415
0.129959,0.287091,0.231678
0.130103,0.287440,0.233507
0.130095,0.287412,0.234129
0.131036,0.289643,0.235300
0.130807,0.289209,0.235923
0.131500,0.290448,0.235189
0.131712,0.290091,0.234338
0.131581,0.290923,0.235963
0.133093,0.292180,0.236041
0.133522,0.292110,0.236512
0.132627,0.289062,0.235736
0.133211,0.289054,0.236755
0.133155,0.290182,0.236082
0.133128,0.288923,0.235468
0.133632,0.288927,0.235359
0.133858,0.288265,0.235487
0.133749,0.288977,0.236084
0.134435,0.289440,0.237221
0.134051,0.287258,0.236614
0.134001,0.288608,0.236860
0.134348,0.290165,0.236522
0.134138,0.289632,0.237482
0.134978,0.291785,0.237371
0.134660,0.290821,0.236888
0.134606,0.290998,0.236692
0.135014,0.291468,0.237786
0.135369,0.292261,0.238222
0.135801,0.292021,0.237854
0.136350,0.292859,0.238749
0.136657,0.293170,0.239172
0.136366,0.293105,0.239085
0.137031,0.293456,0.239705
0.136042,0.292205,0.239566
0.136454,0.293198,0.239631
0.137012,0.294376,0.241221
0.136404,0.292941,0.241333
0.136173,0.292075,0.241963
0.136126,0.291890,0.241404
0.137115,0.293190,0.242123
0.137433,0.295158,0.242042
0.137370,0.294153,0.241853
0.137454,0.294829,0.241517
0.137330,0.294544,0.241825
0.136976,0.294228,0.240983
0.136700,0.293781,0.240907
0.137178,0.293430,0.240963
0.137121,0.293427,0.241537
0.136508,0.294000,0.241150
0.136659,0.293237,0.241225
0.136862,0.292321,0.241147
0.136639,0.293790,0.242030
0.137591,0.294852,0.242204
0.137140,0.295177,0.241991
0.137168,0.294643,0.241306
0.137462,0.295950,0.241408
0.137538,0.296744,0.242247
0.137820,0.297762,0.242981
0.137552,0.298500,0.243609
0.137778,0.298617,0.243341
0.136973,0.298296,0.242598
0.136816,0.298741,0.243140
0.137049,0.298001,0.243090
0.137354,0.297785,0.243586
0.136894,0.295861,0.243643
0.136592,0.295262,0.243356
0.136532,0.297008,0.243747
0.136687,0.296811,0.242929
0.137109,0.297832,0.242826
0.137496,0.296695,0.242603
0.137093,0.295806,0.242236
0.137523,0.296859,0.242452
0.137402,0.296020,0.241923
0.137142,0.296458,0.243024
0.137191,0.297477,0.243469
0.137573,0.298124,0.243580
0.137603,0.298748,0.243660
0.137778,0.299735,0.243938
0.137669,0.299513,0.243627
0.137773,0.299364,0.243502
0.137692,0.298175,0.242984
0.137746,0.297592,0.242685
0.137703,0.296567,0.242901
0.137454,0.295973,0.242245
0.137765,0.297115,0.242623
0.137740,0.297516,0.242442
0.138024,0.297993,0.242671
0.137569,0.297628,0.242928
0.137539,0.296982,0.242268
0.137715,0.296738,0.242284
0.137746,0.297702,0.242566
0.137310,0.295300,0.242050
0.137183,0.295511,0.242985
0.136976,0.296234,0.243095
0.136921,0.296827,0.244062
0.137336,0.297760,0.244366
0.137435,0.298184,0.244335
0.137367,0.297740,0.244172
0.137277,0.296934,0.243748
0.137529,0.298766,0.244255
0.138090,0.299372,0.244321
0.137835,0.299150,0.244662
0.138140,0.299410,0.245366
0.138314,0.299530,0.246248
0.138583,0.299982,0.246746
0.138235,0.298761,0.245899
0.137686,0.298218,0.245716
0.138201,0.298392,0.245505
0.137946,0.297962,0.245689
0.137482,0.297297,0.245875
0.137759,0.298770,0.246027
0.138828,0.302038,0.247722
0.138295,0.300718,0.247421
0.138298,0.299847,0.246300
0.138593,0.300443,0.247199
0.138463,0.300848,0.247924
0.138314,0.300486,0.248137
0.138744,0.301755,0.248600
0.138439,0.301521,0.248197
0.138618,0.302391,0.248170
0.138240,0.302201,0.248025
0.138287,0.302151,0.247797
0.137927,0.302607,0.247560
0.137862,0.302336,0.247644
0.138370,0.303999,0.248749
0.138319,0.303815,0.248995
0.137985,0.303222,0.248865
0.137803,0.302613,0.248688
0.137980,0.303732,0.249357
0.138086,0.303771,0.249519
0.138523,0.303906,0.249630
0.137987,0.302252,0.249145
0.137936,0.302762,0.248561
0.138745,0.302820,0.249246
