0.241475,0.058356
0.211408,0.098401
0.195570,0.134647
0.180318,0.165402
0.170059,0.192488
0.163035,0.218000
0.155021,0.239681
0.148676,0.260103
0.142880,0.279252
0.137031,0.293456
0.131569,0.308017
0.126602,0.322224
0.122437,0.337444
0.118506,0.349654
0.115372,0.365989
0.112030,0.377281
0.108659,0.387581
0.105916,0.398871
0.103631,0.411422
0.100932,0.421752
0.098662,0.431591
0.096274,0.439384
0.094181,0.448720
0.092158,0.457335
0.090361,0.465807
0.088776,0.475733
0.086885,0.483145
0.085410,0.491031
0.083837,0.498364
0.082188,0.503939
0.080667,0.510101
0.079231,0.516719
0.077828,0.523109
0.076626,0.529878
0.075480,0.535829
0.074278,0.541650
0.073031,0.547121
0.071963,0.553032
0.070812,0.557611
0.069695,0.561681
0.068707,0.566691
0.067669,0.571387
0.066731,0.575435
0.065745,0.579844
0.064846,0.584712
0.063997,0.588746
0.063175,0.592484
0.062445,0.598060
0.061657,0.601654
0.060920,0.605482
0.060203,0.610591
0.059479,0.614756
0.058810,0.619628
0.058100,0.623288
0.057448,0.627453
0.056753,0.630936
0.056090,0.634497
0.055489,0.638655
0.054862,0.642062
0.054295,0.644999
0.053733,0.648829
0.053129,0.652299
0.052668,0.657103
0.052114,0.659680
0.051579,0.662359
0.051043,0.665034
0.050526,0.668620
0.050051,0.672100
0.049543,0.674276
0.049078,0.677387
0.048611,0.679918
0.048231,0.683342
0.047792,0.685910
0.047359,0.688195
0.046943,0.690477
0.046522,0.693070
0.046129,0.695962
0.045671,0.697483
0.045324,0.700863
0.044960,0.703786
0.044598,0.706741
0.044227,0.709260
0.043890,0.713354
0.043570,0.716147
0.043224,0.719428
0.042866,0.721960
0.042539,0.724910
0.042228,0.727314
0.041919,0.729335
0.041617,0.731089
0.041304,0.732647
0.041026,0.735454
0.040719,0.737312
0.040409,0.739507
0.040123,0.742579
0.039857,0.744311
0.039590,0.746970
0.039314,0.748571
0.039034,0.750515
0.038751,0.752013
0.038492,0.754029
0.038209,0.755411
0.037939,0.757258
0.037684,0.759020
0.037448,0.761447
0.037224,0.763931
0.036954,0.765511
0.036694,0.767423
0.036455,0.769668
0.036211,0.770863
0.035969,0.771977
0.035750,0.773593
0.035561,0.775679
0.035339,0.777339
0.035109,0.779359
0.034881,0.780599
0.034641,0.781380
0.034446,0.783005
0.034223,0.784389
0.034035,0.786905
0.033829,0.788508
0.033618,0.790338
0.033430,0.792046
0.033254,0.793752
0.033065,0.795317
0.032858,0.796215
0.032662,0.797263
0.032469,0.798516
0.032280,0.799806
0.032107,0.801798
0.031919,0.803403
0.031738,0.804475
0.031564,0.806127
0.031375,0.807351
0.031214,0.808763
0.031048,0.809758
0.030866,0.810636
0.030708,0.811827
0.030540,0.812847
0.030375,0.814243
0.030213,0.815445
0.030034,0.816650
0.029879,0.817940
0.029723,0.819134
0.029574,0.820355
0.029413,0.821479
0.029273,0.823018
0.029120,0.823779
0.028967,0.824984
0.028828,0.825958
0.028687,0.827392
0.028545,0.828471
0.028403,0.829211
0.028270,0.830153
0.028125,0.831062
0.027972,0.831663
0.027838,0.833438
0.027705,0.834392
0.027571,0.836072
0.027441,0.837054
0.027300,0.837906
0.027168,0.838790
0.027035,0.840030
0.026914,0.840898
0.026785,0.841805
0.026660,0.842872
0.026533,0.843583
0.026406,0.844275
0.026282,0.845215
0.026187,0.846647
0.026068,0.847710
0.025945,0.848453
0.025818,0.849356
0.025690,0.850005
0.025589,0.851620
0.025473,0.852435
0.025358,0.853011
0.025246,0.854029
0.025129,0.854823
0.025017,0.855686
0.024914,0.856903
0.024806,0.858262
0.024697,0.858872
0.024581,0.859411
0.024474,0.860166
0.024360,0.860720
0.024251,0.861403
0.024159,0.862131
0.024056,0.862762
0.023966,0.864092
0.023868,0.865181
0.023762,0.865685
0.023672,0.866811
0.023568,0.867304
0.023464,0.867863
0.023364,0.868402
0.023262,0.868710
0.023168,0.869275
0.023076,0.869978
0.022985,0.870687
0.022891,0.871155
0.022797,0.871765
0.022703,0.872300
0.022617,0.873546
0.022522,0.874033
0.022444,0.874611
0.022366,0.875667
0.022277,0.876217
0.022190,0.876889
0.022100,0.877642
0.022015,0.878274
0.021919,0.878491
0.021834,0.879063
0.021749,0.879792
0.021664,0.880206
0.021582,0.880771
0.021507,0.881379
0.021422,0.881789
0.021354,0.883061
0.021284,0.883804
0.021210,0.884531
0.021132,0.885609
0.021054,0.886273
0.020977,0.886784
0.020907,0.887880
0.020830,0.888402
0.020750,0.888777
0.020681,0.889512
0.020605,0.890039
0.020523,0.890269
0.020457,0.890915
0.020382,0.891422
0.020312,0.892241
0.020241,0.892836
0.020171,0.893593
0.020103,0.894326
0.020032,0.894768
0.019958,0.895157
0.019884,0.895658
0.019817,0.896252
0.019749,0.896774
0.019679,0.897275
0.019611,0.897656
0.019539,0.898122
0.019476,0.898631
0.019407,0.899143
0.019336,0.899408
0.019269,0.899772
0.019207,0.900617
0.019140,0.901089
0.019080,0.901905
0.019017,0.902283
0.018951,0.902560
0.018889,0.903154
0.018823,0.903756
0.018759,0.904336
0.018696,0.904813
0.018636,0.905769
0.018571,0.906079
0.018507,0.906433
0.018451,0.906993
0.018392,0.907541
0.018332,0.908484
0.018271,0.908755
0.018213,0.909010
0.018159,0.909381
0.018102,0.909843
0.018039,0.909916
0.017979,0.910091
0.017923,0.910483
0.017867,0.910874
0.017810,0.911296
0.017757,0.911979
0.017705,0.912784
0.017653,0.913252
0.017592,0.913341
0.017536,0.913523
0.017480,0.913917
0.017427,0.914252
0.017375,0.914542
0.017324,0.914854
0.017272,0.915279
0.017218,0.915532
0.017166,0.915871
0.017113,0.916076
0.017058,0.916382
0.017008,0.916754
0.016955,0.917153
0.016904,0.917663
0.016859,0.918388
0.016811,0.918631
0.016760,0.918887
0.016713,0.919329
0.016665,0.920103
0.016615,0.920591
0.016567,0.921039
0.016518,0.921394
0.016477,0.921911
0.016427,0.922188
0.016377,0.922342
0.016328,0.922486
0.016281,0.922840
0.016233,0.923099
0.016187,0.923451
0.016143,0.923887
0.016097,0.924112
0.016052,0.924318
0.016003,0.924552
0.015959,0.924836
0.015914,0.925190
0.015871,0.925614
0.015828,0.925929
0.015786,0.926237
0.015744,0.926558
0.015702,0.927255
0.015658,0.927706
0.015616,0.928374
0.015578,0.929139
0.015536,0.929633
0.015497,0.930292
0.015453,0.930717
0.015411,0.931405
0.015368,0.931842
0.015328,0.932389
0.015287,0.933069
0.015244,0.933403
0.015205,0.934344
0.015163,0.934687
0.015121,0.935081
0.015079,0.935425
0.015040,0.935937
0.015001,0.936398
0.014964,0.937054
0.014926,0.937471
0.014891,0.938155
0.014853,0.938793
0.014820,0.939457
0.014783,0.939882
0.014744,0.940239
0.014706,0.940863
0.014670,0.941440
0.014634,0.942178
0.014600,0.942871
0.014568,0.943865
0.014532,0.944736
0.014495,0.945234
0.014459,0.945772
0.014425,0.946388
0.014392,0.947203
0.014359,0.947753
0.014326,0.948369
0.014291,0.949144
0.014257,0.949676
0.014220,0.950156
0.014185,0.950641
0.014151,0.951157
0.014118,0.951860
0.014084,0.952359
0.014055,0.953139
0.014024,0.953803
0.013992,0.954596
0.013957,0.955113
0.013924,0.955661
0.013890,0.956235
0.013859,0.956967
0.013826,0.957684
0.013795,0.958495
0.013762,0.958995
0.013732,0.959659
0.013701,0.960579
0.013671,0.961481
0.013641,0.962084
0.013610,0.962808
0.013577,0.963369
0.013546,0.963963
0.013516,0.964713
0.013484,0.965325
0.013455,0.965950
0.013424,0.966516
0.013394,0.967061
0.013364,0.967794
0.013335,0.968733
0.013306,0.969543
0.013278,0.970234
0.013248,0.970720
0.013220,0.971466
0.013191,0.972060
0.013159,0.972481
0.013129,0.973049
0.013102,0.973673
0.013072,0.974179
0.013044,0.974774
0.013014,0.975472
0.012984,0.975948
0.012957,0.976813
0.012930,0.977652
0.012902,0.978398
0.012873,0.979077
0.012845,0.979833
0.012818,0.980745
0.012791,0.981574
0.012764,0.982291
0.012737,0.983064
0.012709,0.983791
0.012681,0.984528
0.012655,0.985680
0.012629,0.986469
0.012604,0.987259
0.012579,0.988086
0.012551,0.988757
0.012525,0.989466
0.012500,0.990426
0.012475,0.991275
0.012451,0.992428
0.012426,0.993299
0.012400,0.994128
0.012374,0.994906
0.012349,0.995856
0.012323,0.996631
0.012299,0.997544
0.012274,0.998626
0.012251,0.999683
0.012225,1.000489
0.012199,1.001282
0.012176,1.002343
0.012151,1.003135
0.012126,1.003965
0.012103,1.004868
0.012079,1.005679
0.012058,1.006786
0.012034,1.007570
0.012009,1.008345
0.011986,1.009257
0.011962,1.010039
0.011938,1.010875
0.011917,1.011853
0.011894,1.012686
0.011870,1.013525
0.011846,1.014322
0.011824,1.015441
0.011800,1.016224
0.011777,1.017016
0.011755,1.017918
0.011735,1.018950
0.011715,1.020124
0.011694,1.021159
0.011672,1.022124
0.011651,1.023080
0.011630,1.024091
0.011612,1.025590
0.011593,1.026962
0.011572,1.028191
0.011552,1.029397
0.011532,1.030712
0.011510,1.031873
0.011491,1.033267
0.011472,1.034596
0.011453,1.035809
0.011434,1.037317
0.011416,1.038556
0.011396,1.039804
0.011375,1.041136
0.011355,1.042312
0.011337,1.043556
0.011317,1.044749
0.011298,1.045950
0.011279,1.047186
0.011260,1.048491
0.011241,1.049781
0.011221,1.050982
0.011202,1.052246
0.011184,1.053634
0.011167,1.055027
0.011150,1.056468
0.011131,1.057734
0.011112,1.059034
0.011094,1.060340
0.011077,1.061827
0.011059,1.063089
0.011042,1.064406
0.011024,1.065793
0.011007,1.067128
0.010990,1.068467
0.010971,1.069713
0.010955,1.071244
0.010937,1.072482
0.010922,1.074011
0.010904,1.075279
0.010887,1.076792
0.010868,1.078016
0.010850,1.079268
0.010832,1.080507
0.010814,1.081744
0.010798,1.083378
0.010781,1.084989
0.010765,1.086546
0.010749,1.088040
0.010732,1.089549
0.010716,1.091101
0.010700,1.092703
