0.210803,0.034813,0.033682,0.037624,0.048575,0.05938,0.094385,,0.156392666666667,0.026170866666667,0.025922066666667,0.029577866666667,0.0424708,0.059707133333333,0.094312966666667
0.155552,0.027019,0.025541,0.029254,0.041954,0.059781,0.094123,,6.49894103333333,0.9088742,0.904411666666667,0.8914684,0.797588766666667,0.754295833333333,0.910593866666667
0.154638,0.025879,0.025663,0.029315,0.043098,0.060199,0.094242,,1.29676213333333,0.493006333333334,0.592999933333333,0.591787066666667,0.5537075,0.531970866666667,0.545288666666667
0.157549,0.025882,0.025654,0.029297,0.042211,0.059889,0.09464,,16.8153286333333,7.7649232,,,,,
0.152944,0.025862,0.025657,0.029346,0.042077,0.059804,0.094324,,16.3399692666667,0.338870633333333,,,,,
0.154343,0.025746,0.025544,0.029197,0.04208,0.059736,0.094111,,,,,,,,
0.155414,0.025863,0.025663,0.029314,0.042213,0.059946,0.09389,,64.6578765,31.5611199666667,,,,,
0.152435,0.025714,0.025524,0.029188,0.042299,0.059765,0.094042,,60.0144059,2.1251271,,,,,
0.151742,0.025829,0.025651,0.029339,0.042414,0.059946,0.0945,,,,,,,,
0.161421,0.025752,0.025531,0.029174,0.041958,0.059659,0.093797,,,,,,,,
0.157316,0.025732,0.025512,0.029158,0.042006,0.059652,0.093716,,,,,,,,
0.153782,0.025841,0.02564,0.029345,0.042142,0.059813,0.094975,,570.6503138,273.067852,,,,,
0.153923,0.025776,0.025552,0.029211,0.042523,0.059453,0.094302,,568.0173868,5.141868,,,,,
0.156086,0.0258,0.025569,0.029253,0.042055,0.059347,0.093318,,,,,,,,
0.157317,0.025736,0.025539,0.029164,0.042246,0.059691,0.094373,,,,,,,,
0.154306,0.025841,0.025668,0.029298,0.04245,0.059876,0.094132,,570.78097,273.008147,,,,,
0.156478,0.025709,0.025523,0.02918,0.042152,0.059482,0.09331,,571.292074,272.929681,,,,,
0.154412,0.025725,0.025513,0.029176,0.042187,0.059582,0.09429,,570.90167,273.149891,,,,,
0.151532,0.025718,0.025522,0.029187,0.041999,0.059633,0.094009,,569.335511,273.021712,,,,,
0.156211,0.025905,0.025768,0.029549,0.042633,0.059944,0.094734,,570.941344,273.229829,,,,,
0.158349,0.025911,0.025708,0.029374,0.042317,0.060218,0.094273,,567.489165,5.135244,,,,,
0.148273,0.025939,0.026521,0.029418,0.042225,0.060232,0.094003,,568.532764,5.150745,,,,,
0.158278,0.025899,0.0257,0.029364,0.042318,0.058848,0.094991,,568.076147,5.161703,,,,,
0.15541,0.025853,0.025651,0.029334,0.042134,0.059651,0.094834,,568.529005,5.136041,,,,,
0.153461,0.025867,0.025689,0.029379,0.042285,0.059936,0.095005,,567.459853,5.125607,,,,,
0.153342,0.025976,0.025774,0.029425,0.042374,0.0601,0.094776,,,,,,,,
0.156572,0.025869,0.02564,0.029336,0.042288,0.059926,0.094841,,,,,,,,
0.150164,0.025902,0.025705,0.02936,0.042377,0.0591,0.093921,,,,,,,,
0.149884,0.025907,0.025692,0.029407,0.042301,0.058994,0.094679,,,,,,,,
0.149843,0.025861,0.025666,0.02937,0.042233,0.059631,0.094853,,,,,,,,
6.402515,0.900629,0.887637,0.87939,0.799514,0.755207,0.903278,,,,,,,,
6.44231,0.909009,0.898846,0.894784,0.796851,0.757004,0.918296,,,,,,,,
6.47607,0.911716,0.893941,0.887068,0.803492,0.754856,0.907909,,,,,,,,
6.496656,0.9098,0.912067,0.900516,0.796389,0.756778,0.905028,,,,,,,,
6.39946,0.915003,0.905765,0.889293,0.802191,0.759953,0.919655,,,,,,,,
6.475906,0.910737,0.915845,0.887017,0.791741,0.751627,0.903348,,,,,,,,
6.440226,0.918099,0.935657,0.887369,0.798043,0.758964,0.912072,,,,,,,,
6.504017,0.916915,0.895768,0.897125,0.80234,0.751189,0.912483,,,,,,,,
6.392305,0.907336,0.897537,0.893889,0.796945,0.754817,0.899256,,,,,,,,
6.607075,0.903581,0.904918,0.889853,0.79909,0.751583,0.912469,,,,,,,,
6.562136,0.910071,0.906072,0.88583,0.795676,0.759054,0.91375,,,,,,,,
6.48368,0.915594,0.897615,0.903874,0.797905,0.750207,0.894761,,,,,,,,
6.462775,0.912801,0.89535,0.899356,0.796618,0.750198,0.905782,,,,,,,,
6.526562,0.898014,0.907025,0.888017,0.800067,0.75368,0.900526,,,,,,,,
6.550275,0.921956,0.90032,0.890608,0.801544,0.755505,0.907522,,,,,,,,
6.598772,0.918679,0.915295,0.892367,0.790057,0.750134,0.916556,,,,,,,,
6.552297,0.912509,0.910319,0.893594,0.794853,0.75407,0.906086,,,,,,,,
6.527287,0.89943,0.897177,0.894839,0.795972,0.756193,0.91002,,,,,,,,
6.479989,0.914395,0.896019,0.894495,0.802903,0.757399,0.908967,,,,,,,,
6.500432,0.911895,0.891547,0.895655,0.796869,0.754771,0.907547,,,,,,,,
6.478098,0.912514,0.910644,0.891495,0.800392,0.752031,0.919036,,,,,,,,
6.488244,0.90563,0.910608,0.884025,0.79809,0.753672,0.927731,,,,,,,,
6.483233,0.903658,0.916005,0.89669,0.798747,0.756003,0.907037,,,,,,,,
6.522393,0.920785,0.920615,0.897793,0.79851,0.758294,0.901382,,,,,,,,
6.467382,0.89898,0.919294,0.894575,0.801029,0.756774,0.905032,,,,,,,,
6.518125,0.904027,0.904767,0.895506,0.80055,0.750999,0.907123,,,,,,,,
6.551139,0.909491,0.897948,0.885347,0.793386,0.753487,0.890457,,,,,,,,
6.447065,0.905013,0.91918,0.892274,0.801245,0.746601,0.904753,,,,,,,,
6.613252,0.897147,0.891584,0.880096,0.786093,0.750741,0.942875,,,,,,,,
6.518555,0.890812,0.876985,0.881312,0.790561,0.757084,0.947079,,,,,,,,
1.30357,0.491863,0.591554,0.591573,0.55232,0.532953,0.545276,,,,,,,,
1.313834,0.492933,0.592606,0.591449,0.553747,0.531391,0.54398,,,,,,,,
1.287113,0.492578,0.592981,0.591328,0.552859,0.532829,0.545784,,,,,,,,
1.304152,0.491409,0.594342,0.591301,0.555024,0.531711,0.545713,,,,,,,,
1.293022,0.494868,0.592047,0.591585,0.554333,0.531218,0.545117,,,,,,,,
1.275056,0.49423,0.592659,0.592047,0.552509,0.531155,0.54528,,,,,,,,
1.303625,0.48961,0.594345,0.592172,0.554473,0.531762,0.545858,,,,,,,,
1.295556,0.492118,0.593165,0.592263,0.552594,0.531718,0.545276,,,,,,,,
1.295966,0.495333,0.593001,0.593191,0.55395,0.53159,0.544938,,,,,,,,
1.301304,0.493742,0.591658,0.591685,0.554995,0.531703,0.545624,,,,,,,,
1.298922,0.494398,0.593763,0.591742,0.554858,0.532559,0.545275,,,,,,,,
1.31463,0.49429,0.593948,0.5914,0.553539,0.531973,0.545447,,,,,,,,
1.304165,0.493011,0.592748,0.59092,0.554382,0.533763,0.545929,,,,,,,,
1.278038,0.494093,0.591981,0.590647,0.553803,0.53203,0.545434,,,,,,,,
1.28921,0.496171,0.592154,0.592972,0.553808,0.532708,0.545441,,,,,,,,
1.312778,0.493087,0.593078,0.59245,0.555207,0.532152,0.545039,,,,,,,,
1.293362,0.494304,0.595775,0.591374,0.552543,0.532948,0.545866,,,,,,,,
1.30311,0.491439,0.59386,0.591475,0.55325,0.532252,0.545404,,,,,,,,
1.287074,0.49459,0.591494,0.590697,0.554308,0.531745,0.545395,,,,,,,,
1.292346,0.4935,0.592228,0.592551,0.553029,0.53172,0.545747,,,,,,,,
1.277511,0.492481,0.594862,0.591407,0.553309,0.532345,0.544614,,,,,,,,
1.289624,0.495744,0.59386,0.591869,0.553673,0.530942,0.545752,,,,,,,,
1.304057,0.49348,0.592057,0.591865,0.55347,0.530246,0.545994,,,,,,,,
1.287028,0.487683,0.592878,0.593037,0.553363,0.530961,0.545083,,,,,,,,
1.298696,0.494546,0.593278,0.590973,0.552743,0.53307,0.545195,,,,,,,,
1.30898,0.493441,0.592554,0.592012,0.554032,0.532402,0.54459,,,,,,,,
1.302696,0.489095,0.592683,0.592249,0.553499,0.531147,0.544768,,,,,,,,
1.296309,0.491169,0.593065,0.591379,0.552958,0.532217,0.545487,,,,,,,,
1.297356,0.493302,0.591191,0.591099,0.554238,0.532445,0.545056,,,,,,,,
1.293774,0.491682,0.594183,0.5929,0.554409,0.531471,0.544298,,,,,,,,
16.615432,7.783982,,,,,,,,,,,,,
16.736299,7.770903,,,,,,,,,,,,,
16.784293,7.768369,,,,,,,,,,,,,
16.682023,7.791632,,,,,,,,,,,,,
16.783531,7.790838,,,,,,,,,,,,,
16.802461,7.77302,,,,,,,,,,,,,
16.832001,7.757242,,,,,,,,,,,,,
16.834642,7.782546,,,,,,,,,,,,,
16.811358,7.769535,,,,,,,,,,,,,
16.81085,7.762137,,,,,,,,,,,,,
16.810741,7.772775,,,,,,,,,,,,,
16.796707,7.782116,,,,,,,,,,,,,
16.812157,7.763383,,,,,,,,,,,,,
16.844461,7.762788,,,,,,,,,,,,,
16.86481,7.766596,,,,,,,,,,,,,
16.82338,7.768924,,,,,,,,,,,,,
16.813602,7.761804,,,,,,,,,,,,,
16.823002,7.768839,,,,,,,,,,,,,
16.811698,7.779076,,,,,,,,,,,,,
16.818469,7.765951,,,,,,,,,,,,,
