1.282195,0.026644,0.005534,0.013337,0.008857
1.267812,0.026310,0.005536,0.013902,0.009029
1.275294,0.026309,0.005536,0.013530,0.008895
1.272703,0.026336,0.005532,0.013112,0.008711
1.266296,0.026443,0.005539,0.013466,0.008855
1.274137,0.026327,0.005539,0.013533,0.008854
1.269353,0.026273,0.005540,0.013524,0.008895
1.265502,0.026385,0.005540,0.014325,0.009266
1.266288,0.026379,0.005537,0.012721,0.008495
1.273115,0.026380,0.005543,0.013463,0.008880
1.270372,0.026320,0.005537,0.013255,0.008802
1.274260,0.026455,0.005537,0.014238,0.009223
1.269234,0.026338,0.005537,0.012974,0.008618
1.270901,0.026321,0.005540,0.013797,0.008983
1.276244,0.026436,0.005541,0.013573,0.008922
1.270908,0.026617,0.005532,0.013766,0.009029
1.269088,0.026422,0.005534,0.012567,0.008513
1.265507,0.026536,0.005536,0.013803,0.009098
1.271933,0.026656,0.005532,0.014163,0.009185
1.268788,0.026355,0.005548,0.014016,0.009177
1.274437,0.026403,0.005537,0.013702,0.008996
1.274470,0.026552,0.005541,0.012828,0.008589
1.274369,0.026577,0.005537,0.013536,0.008916
1.263412,0.026372,0.005538,0.013629,0.008948
1.273883,0.026439,0.005545,0.013275,0.008778
1.270044,0.026303,0.005539,0.013473,0.008849
1.272283,0.026336,0.005542,0.014419,0.009329
1.271948,0.026436,0.005533,0.013857,0.008998
1.263331,0.026522,0.005539,0.014009,0.009113
1.270297,0.026335,0.005534,0.013787,0.009005
1.265136,0.026283,0.005532,0.013220,0.008737
1.270392,0.026361,0.005538,0.012926,0.008640
1.273297,0.026383,0.005542,0.013771,0.009079
1.271983,0.026477,0.005542,0.013975,0.009099
1.262126,0.026435,0.005539,0.013852,0.009063
1.263412,0.026308,0.005537,0.013607,0.008930
1.270633,0.026340,0.005532,0.013349,0.008790
1.261664,0.026551,0.005539,0.012655,0.008519
1.270400,0.026613,0.005545,0.013386,0.008831
1.266630,0.026505,0.005538,0.013456,0.008885
1.278035,0.026384,0.005540,0.013532,0.008892
1.273344,0.026423,0.005532,0.012589,0.008470
1.271390,0.026623,0.005542,0.014170,0.009154
1.262390,0.026545,0.005527,0.014190,0.009180
1.272734,0.026360,0.005530,0.013634,0.008950
1.256824,0.026441,0.005539,0.013838,0.009046
1.263588,0.026364,0.005538,0.013560,0.008888
1.269984,0.026453,0.005532,0.012956,0.008664
1.257564,0.026448,0.005540,0.013937,0.009137
1.261394,0.026529,0.005533,0.013391,0.008812
1.255936,0.026518,0.005544,0.013538,0.008939
1.264792,0.026483,0.005535,0.013331,0.008814
1.259077,0.026494,0.005534,0.013365,0.008820
1.256723,0.026403,0.005538,0.012951,0.008644
1.263111,0.026400,0.005539,0.013353,0.008822
1.261514,0.026379,0.005532,0.013463,0.008881
1.265210,0.026308,0.005545,0.013226,0.008768
1.267586,0.026593,0.005537,0.013087,0.008718
1.259395,0.026488,0.005540,0.014051,0.009145
1.259884,0.026376,0.005535,0.013865,0.009052
1.267433,0.026490,0.005533,0.013635,0.008903
1.265182,0.026396,0.005540,0.013983,0.009096
1.257791,0.026400,0.005534,0.013803,0.009025
1.268438,0.026413,0.005543,0.014110,0.009191
1.258728,0.026533,0.005535,0.013491,0.008874
1.264308,0.026447,0.005535,0.012913,0.008641
1.268923,0.026540,0.005537,0.012327,0.008359
1.262387,0.026464,0.005540,0.013284,0.008854
1.266836,0.026491,0.005543,0.012706,0.008561
1.268943,0.026352,0.005538,0.013076,0.008734
1.261569,0.026429,0.005531,0.012860,0.008572
1.264033,0.026413,0.005527,0.013890,0.009023
1.267875,0.026316,0.005530,0.013039,0.008695
1.258466,0.026408,0.005532,0.013837,0.009066
1.264027,0.026330,0.005539,0.012815,0.008585
1.271642,0.026446,0.005534,0.013711,0.008945
1.258980,0.026530,0.005529,0.013607,0.008960
1.253281,0.026524,0.005533,0.013408,0.008850
1.265795,0.026479,0.005543,0.013099,0.008703
1.258049,0.026436,0.005539,0.013757,0.009021
1.255446,0.026522,0.005542,0.012677,0.008499
1.253055,0.026406,0.005526,0.013663,0.009006
1.272971,0.026312,0.005536,0.013228,0.008777
1.259931,0.026495,0.005538,0.013888,0.009065
1.258720,0.026442,0.005543,0.014075,0.009167
1.255427,0.026435,0.005538,0.013778,0.009043
1.266731,0.026447,0.005538,0.013651,0.008912
1.262058,0.026468,0.005538,0.013723,0.008976
1.259338,0.026414,0.005544,0.013430,0.008841
1.259390,0.026377,0.005536,0.012778,0.008570
1.263909,0.026588,0.005539,0.013148,0.008734
1.264785,0.026727,0.005533,0.013776,0.008974
1.257735,0.026519,0.005551,0.014262,0.009218
1.262759,0.026369,0.005531,0.013361,0.008802
1.263487,0.026427,0.005538,0.014442,0.009371
1.255909,0.026425,0.005537,0.014068,0.009162
1.266695,0.026696,0.005541,0.014275,0.009249
1.260216,0.026536,0.005543,0.013590,0.008938
1.263601,0.026501,0.005540,0.013335,0.008844
1.252596,0.026417,0.005540,0.013085,0.008675
1.265060,0.026345,0.005542,0.013679,0.008975
1.264193,0.026336,0.005540,0.013833,0.009051
1.263378,0.026423,0.005539,0.013295,0.008762
1.254421,0.026426,0.005544,0.014191,0.009175
1.265946,0.026366,0.005531,0.014111,0.009180
1.266253,0.026447,0.005533,0.012767,0.008548
1.258856,0.026356,0.005536,0.013718,0.008940
1.259687,0.026635,0.005542,0.014392,0.009301
1.264101,0.026477,0.005547,0.014223,0.009208
1.251369,0.026551,0.005536,0.014082,0.009169
1.263685,0.026479,0.005540,0.012754,0.008593
1.261447,0.026474,0.005545,0.013550,0.008906
1.259392,0.026463,0.005543,0.014061,0.009154
1.254769,0.026476,0.005536,0.013270,0.008789
1.246866,0.026515,0.005535,0.012947,0.008667
1.257350,0.026360,0.005541,0.012776,0.008593
1.273374,0.026447,0.005539,0.012937,0.008618
1.262617,0.026474,0.005536,0.013564,0.008934
1.267545,0.026415,0.005548,0.013136,0.008719
1.263525,0.026428,0.005537,0.014137,0.009140
1.265763,0.026379,0.005541,0.013197,0.008770
1.257502,0.026474,0.005536,0.013424,0.008832
1.260251,0.026564,0.005532,0.013393,0.008816
1.265541,0.026464,0.005536,0.014175,0.009198
