0.080396,0.005821,0.074450,0.250893,0.189608
0.074548,0.006872,0.078636,0.265472,0.200718
0.073964,0.007680,0.079628,0.273753,0.205373
0.074069,0.008801,0.084176,0.290438,0.217088
0.074332,0.010063,0.086295,0.294926,0.220269
0.074258,0.010996,0.086914,0.294323,0.218311
0.074500,0.012287,0.089946,0.305587,0.224755
0.074368,0.013074,0.090801,0.308559,0.229236
0.074215,0.014235,0.092722,0.311742,0.233053
0.074333,0.015263,0.093094,0.315674,0.236924
0.075461,0.016580,0.093087,0.315979,0.235965
0.075053,0.017693,0.093730,0.315620,0.237842
0.074919,0.018957,0.094094,0.319581,0.241013
0.074962,0.019716,0.093783,0.312043,0.237204
0.075382,0.021149,0.094340,0.320906,0.240900
0.075654,0.021986,0.095780,0.321961,0.240227
0.074892,0.023086,0.096521,0.323109,0.244621
0.075337,0.024261,0.094953,0.318910,0.239986
0.075793,0.025256,0.095450,0.320343,0.242249
0.075375,0.026466,0.096597,0.326183,0.247046
0.075317,0.027503,0.097263,0.322272,0.245254
0.076073,0.028679,0.097644,0.326637,0.247428
0.079221,0.030275,0.097131,0.327610,0.247819
0.078554,0.031193,0.098142,0.329914,0.251059
0.077629,0.031970,0.098416,0.328075,0.248550
0.077069,0.033410,0.096837,0.324171,0.248300
0.077833,0.034827,0.097929,0.330813,0.251769
0.078093,0.035937,0.097293,0.327936,0.247175
0.078635,0.036768,0.097498,0.328473,0.247451
0.077518,0.037715,0.098179,0.328183,0.250289
0.080150,0.039251,0.099302,0.328226,0.249892
0.083318,0.039960,0.098074,0.326332,0.247997
0.078252,0.041539,0.098253,0.328526,0.250195
0.077498,0.042050,0.098711,0.329931,0.251502
0.078123,0.043636,0.099453,0.329828,0.252846
0.077875,0.044335,0.099509,0.327673,0.250674
0.077819,0.045707,0.098990,0.333102,0.250769
0.079280,0.046626,0.098238,0.329971,0.251728
0.079228,0.048063,0.098902,0.332024,0.253691
0.079899,0.048671,0.099157,0.328050,0.251188
0.077833,0.050213,0.099196,0.333636,0.254269
0.078767,0.051318,0.099717,0.328484,0.252701
0.078277,0.052565,0.098863,0.328654,0.250490
0.078706,0.053649,0.098410,0.331585,0.252895
0.079968,0.054922,0.100035,0.332892,0.253118
0.078830,0.055629,0.099232,0.328848,0.249036
0.079555,0.057225,0.099696,0.336035,0.257839
0.082995,0.058267,0.100146,0.332194,0.252674
0.079094,0.058994,0.099639,0.327249,0.251386
0.079698,0.060451,0.100276,0.328600,0.250929

#13 cos M*X


5.539098,0.058089,0.076100,0.189398,0.154214
5.571445,0.067954,0.080148,0.195648,0.161212
5.562621,0.080612,0.083641,0.207987,0.168401
5.549256,0.094661,0.088433,0.219692,0.176285
5.570118,0.106973,0.090872,0.224808,0.180269
5.585098,0.118940,0.092602,0.229866,0.185519
5.573979,0.133163,0.094564,0.234190,0.188706
5.588861,0.145771,0.095678,0.236670,0.190401
5.582162,0.157839,0.097162,0.239205,0.193562
5.580613,0.171347,0.098103,0.241907,0.194914
5.599098,0.185544,0.098691,0.242817,0.196400
5.594410,0.196782,0.099728,0.244918,0.198591
5.564772,0.212042,0.100752,0.246563,0.200025
5.573725,0.223523,0.101336,0.249248,0.201332
5.584874,0.238491,0.101948,0.249135,0.201202
5.586701,0.251267,0.101968,0.250690,0.202053
5.589822,0.262232,0.102246,0.250900,0.202320
5.585785,0.275144,0.102783,0.251312,0.203940
5.583482,0.291602,0.103731,0.254296,0.205018
5.596974,0.302952,0.103099,0.252996,0.204452
5.577059,0.315119,0.104176,0.255699,0.206247
5.579980,0.327088,0.104325,0.255697,0.206506
5.571189,0.338187,0.105075,0.257612,0.207488
5.597871,0.355492,0.104530,0.256910,0.207112
5.576732,0.367197,0.105051,0.257431,0.208364
5.596241,0.377343,0.105284,0.256338,0.207033
5.580847,0.393267,0.105161,0.257058,0.207745
5.558771,0.407125,0.105413,0.259196,0.208712
5.591930,0.422873,0.105864,0.259248,0.209142
5.598448,0.435059,0.106123,0.259741,0.209313
5.596556,0.449178,0.105613,0.257630,0.208080
5.615327,0.461892,0.105971,0.260745,0.210128
5.607322,0.474126,0.106236,0.259964,0.209726
5.614027,0.489287,0.105848,0.257823,0.208564
5.620641,0.498470,0.106337,0.259765,0.210059
5.606195,0.513195,0.106198,0.260617,0.210146
5.621723,0.533281,0.106027,0.260152,0.209620
5.610758,0.537764,0.106650,0.262259,0.210988
5.638935,0.563728,0.106851,0.260699,0.210609
5.608682,0.568830,0.106380,0.261724,0.211092
5.624578,0.584576,0.107086,0.262351,0.211012
5.630254,0.597181,0.107341,0.261718,0.212096
5.625343,0.609625,0.106937,0.261507,0.211559
5.615762,0.618203,0.106989,0.262569,0.211763
5.630927,0.636624,0.107075,0.262074,0.211944
5.608431,0.649678,0.107149,0.262717,0.211880
falló el copiado de rec (error code an illegal memory access was encountered)!
falló el copiado de rec (error code an illegal memory access was encountered)!
falló el copiado de rec (error code an illegal memory access was encountered)!
falló el copiado de rec (error code an illegal memory access was encountered)!
